app_id,app_url,trino_app_name,conversation_summary,bo_link,msid,overall_verdict,overall_color,confidence,top_category,top_subcategory,matched_keywords,manual_review_status,bo_link,separator,base44_app_link,Comments,TRUE / FLASE
69c686068befe780590a448a,https://air-play-beat.base44.app,AirPlay AI,"The user is building ""AirPlay,"" an AI-driven music platform that allows users to generate lyrics and tracks, share them on a live radio feed, and compete in weekly community-voted charts for cash prizes. The project features a dark-themed, mobile-first interface built with React, Framer Motion for n",,b695b828-7d5e-47ad-b2ce-262617ab6cee,Not Supportable,red,70,Gambling and Games of Skill,Virtual Casino / Loot Box / Cash Prize Games,['cash prize'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=b695b828-7d5e-47ad-b2ce-262617ab6cee&providerId=,,https://app.base44.com/apps/69c686068befe780590a448a/editor/preview,the app includes cash prizes,TRUE
69c5d0da406b9e20deaedb77,https://boost-league-hub.base44.app,BoostLeague,"The user is building ""BoostLeague,"" a Rocket League account marketplace inspired by an existing app, featuring a dark, gaming-themed UI with account listings and an integrated tip jar. The project is built using a React-based frontend with Tailwind CSS and Framer Motion, utilizing the Base44 platfor",,153a9a41-a532-4f96-91f6-52261d43f558,Not Supportable,red,50,Illegal Products and Services,Counterfeit / Fake IDs / Human Trafficking,['inspired by'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=153a9a41-a532-4f96-91f6-52261d43f558&providerId=,,https://app.base44.com/apps/69c5d0da406b9e20deaedb77/editor/preview,marketplace for Rocket League accounts,TRUE
69c5af245c25b925d1d2b5b7,https://prism-vibe-connect.base44.app,Prism,"The user is building a modern, vibrant gay dating app on the Base44 platform. The application includes core social features: profile creation, swipe-based discovery, mutual matches, and a messaging interface for connected users. The app features a dark-themed aesthetic with gradient accents, utilizi",,1d574531-a9ae-4d4b-80a9-a12d98650edb,Not Supportable,red,100,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,"['dating app', 'gay dating', 'dating']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=1d574531-a9ae-4d4b-80a9-a12d98650edb&providerId=,,https://app.base44.com/apps/69c5af245c25b925d1d2b5b7/editor/preview,Dating app,TRUE
69c5578e9eb4ecc7db308663,https://real-world-hub.base44.app,The Real World Community,"The project involves the development of **""Winners Optimize Now,""** a gated membership platform focused on wealth building, fitness, and lifestyle optimization. The application features role-based access control, distinguishing the ""Founder/Admin"" role with specific branding, exclusive posting permi",,23323efb-9302-494d-abd0-195f1497be9b,Restricted — Review,orange,50,Financial Services,Financial Consulting / Advisory,['wealth building'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=23323efb-9302-494d-abd0-195f1497be9b&providerId=,,https://app.base44.com/apps/69c5578e9eb4ecc7db308663/editor/preview,financial education,FALSE
6995469f2b622715ab559b77,https://forge-car-ai.base44.app,EMPIRE OF THE STREET,"The APEX Gold Mining Command Center has been significantly upgraded with a suite of advanced analytical and financial management tools. The system now features an **Element Scanner** with seven integrated tabs: ⚡ Scanner, ⛏️ Auto-Mining, ⚗️ Value Brackets, 💰 Grand Total + Vault, 🧠 AI Advisor, 📊 Busi",,91c73c46-4f35-4677-ac67-7bfad9e13ecf,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['financial management'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=91c73c46-4f35-4677-ac67-7bfad9e13ecf&providerId=,,https://app.base44.com/apps/6995469f2b622715ab559b77/editor/preview,the app includes money transfers and investments,TRUE
69c49d7074f57303fffd5946,https://poker-bloom-pro.base44.app,PokerBloom,"The project is a poker simulation platform with integrated hand history tracking and game management. Key functionality includes an automated betting flow that correctly advances through streets (pre-flop, flop, turn, river) once betting requirements are met, and a `HandHistory` system that logs ses",,6013c5a4-ae84-42b7-9527-ed6125051650,Not Supportable,red,75,Gambling and Games of Skill,Betting / Casino / Lottery,"['betting', 'poker']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=6013c5a4-ae84-42b7-9527-ed6125051650&providerId=,,https://app.base44.com/apps/69c49d7074f57303fffd5946/editor/preview,PokerBloom turns guessing into winning strategy.,TRUE
69c4b14ab29a0a1937e2667e,https://wild-spark-connect-date.base44.app,SparkConnect,"The project is ""SparkLink,"" a modern, mobile-first social and dating platform featuring a responsive dark-mode UI with neon accents. The app is designed with a dashboard-centric experience, incorporating both discovery/swiping mechanics and community-driven features like topic-based public chat room",,b6bd07f6-2cb9-41e9-8d3f-71158d9841f8,Not Supportable,red,100,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,"['dating platform', 'dating']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=b6bd07f6-2cb9-41e9-8d3f-71158d9841f8&providerId=,,https://app.base44.com/apps/69c4b14ab29a0a1937e2667e/editor/preview,Dating app,TRUE
69be0b1ffad86c57039b0445,https://bake-house.base44.app,Bakebook,"The project has shifted from the ""Bake House"" recipe management application to a new personal finance/banking application. The user requested core banking features including account balance tracking, deposit functionality via credit cards, and the ability to send money to other users.

Key technical",,1aa94da2-17ca-4f71-ae78-413a99a2435a,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['send money'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=1aa94da2-17ca-4f71-ae78-413a99a2435a&providerId=,,https://app.base44.com/apps/69be0b1ffad86c57039b0445/editor/preview,the app includes money transfers,TRUE
69b8582d870b6a7d7c9fb310,https://ancient-campus-closet-swap.base44.app,CampusCloset,"The user is building a peer-to-peer marketplace application on Base44. The focus has been on refining the user experience for creating offers and managing transactions, alongside addressing technical issues.

Key developments include:
*   **UI/UX Improvements**: Replaced popups with a dedicated ""Cre",,d545c217-37a9-4a20-930b-763cd59ca1d0,Not Enabled for Wix,orange,50,Financial Services,Digital Banking / Money Services / P2P Payments,['peer-to-peer'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=d545c217-37a9-4a20-930b-763cd59ca1d0&providerId=,,https://app.base44.com/apps/69b8582d870b6a7d7c9fb310/editor/preview,marketplace,TRUE
69c4887916bc9f15718b3e1e,https://axion-curated-goods.base44.app,AXION,"The user has initiated a project to build a dropshipping e-commerce platform with the goal of high-volume sales. The current project state is at the inception phase, with no entities, pages, or components defined yet.

The focus is to architect a scalable storefront using Base44's backend capabiliti",,823950e4-1689-44b1-be70-2384a2f5c585,Restricted — Review,orange,30,Financial Services,Dropshipping / Resale Consulting,['dropshipping'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=823950e4-1689-44b1-be70-2384a2f5c585&providerId=,,https://app.base44.com/apps/69c4887916bc9f15718b3e1e/editor/preview,,FALSE
69b2ef5a15939d378d318804,https://splatips.base44.app,SplatED,"The ""splatED"" project has significantly expanded its feature set to include a robust real-time trading system and advanced administrative controls. A new `TradeSession` entity was introduced to handle peer-to-peer exchanges, allowing users to trade credits and cosmetics in real time. The `Profile` a",,7f107550-8db1-478f-8c2c-5879cb704a15,Not Enabled for Wix,orange,50,Financial Services,Digital Banking / Money Services / P2P Payments,['peer-to-peer'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=7f107550-8db1-478f-8c2c-5879cb704a15&providerId=,,https://app.base44.com/apps/69b2ef5a15939d378d318804/editor/preview, real-time trading system ,TRUE
69c43d0a1d649df32c917507,https://curated-living-nest.base44.app,The Abode Co.,"The user has successfully built ""The Abode Co."", a premium, editorial-style e-commerce dropshipping website focused on high-margin home and pet products. The project features a complete storefront with a custom design system, including a responsive navigation header, a cart drawer with a free-shippi",,506a6dbc-ca3d-4f0c-adf8-75ddf752f14c,Restricted — Review,orange,30,Financial Services,Dropshipping / Resale Consulting,['dropshipping'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=506a6dbc-ca3d-4f0c-adf8-75ddf752f14c&providerId=,,https://app.base44.com/apps/69c43d0a1d649df32c917507/editor/preview,,FALSE
69c4245f146a1a19a915975e,https://hilarious-crypto-mastery-path.base44.app,CryptoMastery,"The user has built a premium cryptocurrency educational platform called ""CryptoMaster,"" which features a dark-themed, responsive design with a comprehensive curriculum, glossary, and FAQ section. The site is structured around a $50/month subscription model to access 12 in-depth learning modules cove",,59ddffc9-73d5-4aa0-ae57-2488e40b9103,Not Enabled for Wix,orange,50,Cryptocurrency Products and Services,Trade / Exchange / Wallets,['cryptocurrency'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=59ddffc9-73d5-4aa0-ae57-2488e40b9103&providerId=,,https://app.base44.com/apps/69c4245f146a1a19a915975e/editor/preview,education on trading,FALSE
69ac71002c5aa637290d7587,https://secret-sparkle-meet-glow.base44.app,Sparkle,"The user has expanded the mobile-first dating application by implementing a safety and moderation feature: profile reporting. This development involved creating a new `Report` entity to capture data such as `reported_profile_id`, `reason`, and `details`, alongside a functional `ReportModal` componen",,bd641fbc-9a2e-4968-aebb-a9d008284faf,Not Supportable,red,100,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,"['dating app', 'dating']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=bd641fbc-9a2e-4968-aebb-a9d008284faf&providerId=,,https://app.base44.com/apps/69ac71002c5aa637290d7587/editor/preview,Dating app,TRUE
699d404bacd22a47f9fc7940,https://nightsnap.base44.app,NightSnap,"The project has evolved into a robust social engagement platform centered around a ""Credits"" virtual currency system. Users earn Credits through various platform activities—including messaging, posting, and connecting in Vibe Roulette sessions—and can spend them on premium features like profile high",,ae933909-dbb1-4c54-bd71-4d55bb4b1ab4,Not Supportable,red,100,Gambling and Games of Skill,Betting / Casino / Lottery,"['roulette', 'roulette']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=ae933909-dbb1-4c54-bd71-4d55bb4b1ab4&providerId=,,https://app.base44.com/apps/699d404bacd22a47f9fc7940/editor/preview,Dating app with virtual currency,TRUE
69c363f99fbebdcdae0e9bb9,https://flux-drop-flow.base44.app,FluxDrop,"The user is building ""DROPVAULT,"" a high-end dropshipping e-commerce platform featuring a product catalog, shopping cart, and an admin dashboard for inventory management and profit tracking. The core architecture uses Base44 entities (`Product`, `Order`, `CartItem`) and a React-based frontend with a",,8b53fd96-77b2-46a6-a353-a636552e88eb,Restricted — Review,orange,30,Financial Services,Dropshipping / Resale Consulting,['dropshipping'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=8b53fd96-77b2-46a6-a353-a636552e88eb&providerId=,,https://app.base44.com/apps/69c363f99fbebdcdae0e9bb9/editor/preview,,FALSE
69c35b06f0b9abbf59a83ce3,https://sober-heart-path.base44.app,SoberConnect,"The ""Sober Hearts"" dating application, designed for the recovery community, has evolved with significant regional focus and user customization. The project now centers on the Lafayette, LA, area, with all bot profiles updated to reflect specific local cities. Feature-wise, the platform has implement",,48951bb0-a09e-42e9-9d6b-eaed9b169620,Not Supportable,red,100,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,"['dating app', 'dating']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=48951bb0-a09e-42e9-9d6b-eaed9b169620&providerId=,,https://app.base44.com/apps/69c35b06f0b9abbf59a83ce3/editor/preview,Dating app,TRUE
69c1e9bb84dc9b51cd9efacb,https://island-blox-zone.base44.app,Tropical Blox,"The ""Tropical Blox"" project has evolved into an interactive platform featuring a ""Fruit Gacha"" mini-game accessible at `/play`. Recent development has focused on routing, sidebar integration, and search engine optimization by updating `index.html` with specific meta tags to improve discoverability f",,5ed3b413-7a44-4018-b43e-b5daa91493e3,Not Supportable,red,70,Gambling and Games of Skill,Virtual Casino / Loot Box / Cash Prize Games,['gacha'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=5ed3b413-7a44-4018-b43e-b5daa91493e3&providerId=,,https://app.base44.com/apps/69c1e9bb84dc9b51cd9efacb/editor/preview,the app includes Fruit Gacha spin mini-game ,TRUE
69c2c68f88d50d9d421494c3,https://chef-in-seven.base44.app,ChefIn7,"The user transitioned from an initial interest in dropshipping an AliExpress product to building a modern, high-converting landing page for a digital product: a 7-day cooking eBook titled ""CookIn7"". The objective is to create a clean, interactive, and trustworthy experience that guides beginners thr",,65222dde-913f-4eeb-ad19-28d88c5a860b,Restricted — Review,orange,30,Financial Services,Dropshipping / Resale Consulting,['dropshipping'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=65222dde-913f-4eeb-ad19-28d88c5a860b&providerId=,,https://app.base44.com/apps/69c2c68f88d50d9d421494c3/editor/preview,,FALSE
699349a085aff405c8d8829a,https://merciful-vibe-match-now.base44.app,Vibe Match,"The user is finalizing the Vibe Match application for public launch, focusing on bridging the gap between a feature-complete prototype and a production-ready product. Key developmental efforts have centered on implementing a premium subscription model, which involves managing user platform preferenc",,cd3e41fc-3b55-4d21-92f1-a75fad8a39b0,Likely Not Supportable — Review,red,40,"Adult Content, Products, and Services",Dating Apps / Matchmaking / Companionship,['match app'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=cd3e41fc-3b55-4d21-92f1-a75fad8a39b0&providerId=,,https://app.base44.com/apps/699349a085aff405c8d8829a/editor/preview,,FALSE
690606d7b13e1fb0e4af4861,https://slot-win-e4af4861.base44.app,SpinLucki’s Slot Tracker,"The project continues its iterative refinement of the ""Slot Education Hub"" UI, focusing on standardizing typography and font sizes for better visual consistency. The work has shifted from `EduTabManufacturers.jsx` to `EduTabSlotTracker.jsx`, applying precision-based adjustments to named style object",,0b93640f-3b1b-4d5f-8216-951125466965,Not Supportable,red,50,Gambling and Games of Skill,Betting / Casino / Lottery,['slot'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=0b93640f-3b1b-4d5f-8216-951125466965&providerId=,,https://app.base44.com/apps/690606d7b13e1fb0e4af4861/editor/preview,slot tracker,TRUE
69b8ab4edf253a8643079bd0,https://eager-aethelgard-quest-chronicles.base44.app,Chronicles of Aethelgard,"The project is a 2D web-based RPG built on the Base44 platform, featuring a multi-slot cloud/offline save system and complex combat mechanics. The game utilizes a robust data persistence layer where `SaveGame` entities are managed via local storage with throttled cloud synchronization. Recent update",,c4a064e7-9a1a-4ff1-ba70-f5b60cfd8dd8,Not Supportable,red,50,Gambling and Games of Skill,Betting / Casino / Lottery,['slot'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=c4a064e7-9a1a-4ff1-ba70-f5b60cfd8dd8&providerId=,,https://app.base44.com/apps/69b8ab4edf253a8643079bd0/editor/preview,,FALSE
69bc84b5ca66540e523e00d6,https://atelier-couture-club.base44.app,Atelier,"The ""Atelier"" platform has been transformed into a comprehensive supply chain and financial management ecosystem for fashion designers. Key functional additions include an automated production pricing engine, a quality compliance monitoring system with supplier portal integration, and a demand forec",,87971284-89c1-4373-814f-c016925462b6,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['financial management'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=87971284-89c1-4373-814f-c016925462b6&providerId=,,https://app.base44.com/apps/69bc84b5ca66540e523e00d6/editor/preview,,FALSE
69bc2185817678c76f416160,https://vendor-spot-pay.base44.app,VendorPay,"The project is a public-facing vendor membership payment platform that facilitates payments via Base44 Payments. To prevent unauthorized access and search engine indexing, the application utilizes a gatekeeping mechanism where vendors must input a shared access code to view the payment form. This co",,ce3ae293-7c3e-4978-932d-f2dcaa54a005,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['payment platform'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=ce3ae293-7c3e-4978-932d-f2dcaa54a005&providerId=,,https://app.base44.com/apps/69bc2185817678c76f416160/editor/preview,payment platform,TRUE
69b892a2986e2cf428287da5,https://dynamic-bet-pulse-live.base44.app,BetPulse,"The sports betting and analytics platform has been updated to include support for Golf (PGA Tour), NCAA Men’s Basketball (NCAAM), and NCAA Women’s Basketball (NCAAW). These sports are now integrated into the `Sports` page UI, and the `Bet` and `HandicapperBet` entity enums have been updated to refle",,78813433-5b96-4632-9506-e52931b86b68,Not Supportable,red,100,Gambling and Games of Skill,Betting / Casino / Lottery,"['sports betting', 'betting', 'bet']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=78813433-5b96-4632-9506-e52931b86b68&providerId=,,https://app.base44.com/apps/69b892a2986e2cf428287da5/editor/preview,sports betting and analytics platform,TRUE
694e0442756f1bed532c3cb8,https://money-flow-pro-532c3cb8.base44.app,MoneyFlow Pro,"The ""ND Life Harbor"" financial management application has completed its monetization strategy by implementing a three-tier ""MoneyFlow Pro"" subscription model, accessible via a dedicated `/Upgrade` page and a promotional card on the `/Settings` page.

The backend infrastructure for these payments is ",,f81763c2-83c7-4871-b637-8513913b4a1e,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['financial management'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=f81763c2-83c7-4871-b637-8513913b4a1e&providerId=,,https://app.base44.com/apps/694e0442756f1bed532c3cb8/editor/preview,,FALSE
699fd89f3ff57f4993786932,https://derby-draft-win.base44.app,DerbyDraft,"The user is continuing to refine the ""DerbyDraft"" fantasy motorsports platform. Recent efforts have focused on improving the wallet and payout system, including renaming ""Withdraw"" to ""Request Payout"" for clarity and adding a disabled state to the request button when the balance is insufficient. Add",,270b0e48-b02e-44ed-8561-b28a0c046cf9,Restricted — Review,orange,30,Financial Services,Digital Banking / Money Services / P2P Payments,"['payout', 'wallet']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=270b0e48-b02e-44ed-8561-b28a0c046cf9&providerId=,,https://app.base44.com/apps/699fd89f3ff57f4993786932/editor/preview,fantasy sports,TRUE
69aad981cb9b1c954c18326e,https://cycle-wheels-go.base44.app,Zip through Rumble Trails,"The project has successfully integrated a comprehensive customer rewards system and enhanced user engagement features. The rewards infrastructure utilizes a new `CustomerReward` entity that automatically tracks rental counts for customers, providing milestone-based rewards: a raffle entry at 5 renta",,3948dd95-188e-4141-815a-24a16ccaeb4e,Likely Not Supportable — Review,red,30,Gambling and Games of Skill,Lottery / Raffle / Giveaway with Purchase,['raffle'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=3948dd95-188e-4141-815a-24a16ccaeb4e&providerId=,,https://app.base44.com/apps/69aad981cb9b1c954c18326e/editor/preview,,FALSE
69a90247168fa105a3064f80,https://kitty-rescue-path.base44.app,CatRescue Puzzle,"The user is building ""Rescue the Cat,"" a mobile-first puzzle game inspired by ""pull-the-pin"" mechanics, where players must remove obstacles in a specific order to save trapped cats. The project features a playful, animated UI built with Framer Motion, organized into a main `GameBoard` component, lev",,53dedc90-1e78-46da-b25b-587dc2ea2035,Not Supportable,red,50,Illegal Products and Services,Counterfeit / Fake IDs / Human Trafficking,['inspired by'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=53dedc90-1e78-46da-b25b-587dc2ea2035&providerId=,,https://app.base44.com/apps/69a90247168fa105a3064f80/editor/preview,,FALSE
69a6aab3c53386692ba63718,https://imposing-donate-hub-now.base44.app,Donation Hub,"The user is building a simple, elegant web page intended to collect $3 donations from visitors. The project involves creating a clean, user-friendly landing page with a primary donation button and minimal design elements.

The primary point of friction has been the selection of a payment processor. ",,b663e4b3-d23b-4637-ab18-16987a72da67,Restricted — Review,orange,25,Fundraising,Standalone Donations / Charity Platform,['donations'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=b663e4b3-d23b-4637-ab18-16987a72da67&providerId=,,https://app.base44.com/apps/69a6aab3c53386692ba63718/editor/preview,donations only,TRUE
69a6a97f29df0ce1ffda3dd9,https://fancy-kindred-give-now.base44.app,Kindred Donations,,,0bf6726e-0241-4eeb-b9cc-93a12cd0a065,Restricted — Review,orange,25,Fundraising,Standalone Donations / Charity Platform,['donations'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=0bf6726e-0241-4eeb-b9cc-93a12cd0a065&providerId=,,https://app.base44.com/apps/69a6a97f29df0ce1ffda3dd9/editor/preview,donations only,TRUE
69a24599f9d78fc6d3f33936,https://pure-soap-skin.base44.app,PureSoap,"The user is building an e-commerce platform and has been encountering persistent issues with integrating the LCD Bank payment gateway. Despite multiple attempts and code adjustments to the `createLcdBankCheckout.js` backend function, including adding fields like `cardholder_name`, `exp_date`, and `c",,b8c4e26c-6c0d-4f56-b8d8-15d5d9d994d6,Not Enabled for Wix,orange,85,Financial Services,Digital Banking / Money Services / P2P Payments,"['payment gateway', 'bank']",null,https://bo.wix.com/wix-payments-bo/dashboard?msid=b8c4e26c-6c0d-4f56-b8d8-15d5d9d994d6&providerId=,,https://app.base44.com/apps/69a24599f9d78fc6d3f33936/editor/preview,,FALSE
69a1b10244c12fd57e6faf08,https://ethereal-pay-easy-now.base44.app,Payment Gateway,,,ca4af4cc-5900-4775-85d0-61e9ba9a05f3,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['payment gateway'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=ca4af4cc-5900-4775-85d0-61e9ba9a05f3&providerId=,,https://app.base44.com/apps/69a1b10244c12fd57e6faf08/editor/preview,suspicios,TRUE
69a101a2778e9aad973120be,https://rugged-service-flow-pro.base44.app,ServiceFlow,"The user is building a comprehensive CRM application inspired by ServiceTitan, Housecall Pro, and Workiz, encompassing features like CRM, dispatch, job management, proposals, invoicing, payments, pricebook, inventory, and reporting. The initial focus was on refining admin settings, navigation, and i",,aaaaddc4-44e0-4af8-b6ed-86efdcbea61f,Not Supportable,red,50,Illegal Products and Services,Counterfeit / Fake IDs / Human Trafficking,['inspired by'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=aaaaddc4-44e0-4af8-b6ed-86efdcbea61f&providerId=,,https://app.base44.com/apps/69a101a2778e9aad973120be/editor/preview,,FALSE
69a0cd268c3805fe6d3f273a,https://hustle-hub-go.base44.app,HustleHub,"The user is building a new application, ""SlideStudio,"" which is an AI-powered slideshow creator inspired by Gamma AI. The core functionality will revolve around generating presentations from prompts or uploaded content, with AI-assisted editing capabilities. Key features will include multiple export",,fb21a1bf-33ce-47f0-baf9-d68eca34b5c2,Not Supportable,red,50,Illegal Products and Services,Counterfeit / Fake IDs / Human Trafficking,['inspired by'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=fb21a1bf-33ce-47f0-baf9-d68eca34b5c2&providerId=,,https://app.base44.com/apps/69a0cd268c3805fe6d3f273a/editor/preview,,FALSE
699e494ae442541896950552,https://didactic-story-spin-win.base44.app,Story Spinners Casino,"The user has been working on refining the game's credit shop and implementing an XP gambling feature. Initially, they adjusted the pricing of the 5000 credits bundle to $1.99 and added a new 10,000 credits bundle. This involved updating both the frontend component (`CreditsShop`) and the backend fun",,4c5b9da9-0aa8-4a3e-88b3-921b98115444,Not Supportable,red,50,Gambling and Games of Skill,Betting / Casino / Lottery,['casino'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=4c5b9da9-0aa8-4a3e-88b3-921b98115444&providerId=,,https://app.base44.com/apps/699e494ae442541896950552/editor/preview,Story Spinners Casino,TRUE
69936c065e4e2faac99ce0cf,https://proficient-event-vibe-now.base44.app,EventVibe,"The project has expanded into provider-side financial management and secure communication. For provider financial management, a new `MyEarnings` component was implemented and integrated into the `ProviderDashboard` via a new ""My Earnings"" tab. This component allows providers to track bookings, view",,b75adef0-4505-469a-ba96-e714cbbcfbd1,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['financial management'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=b75adef0-4505-469a-ba96-e714cbbcfbd1&providerId=,,https://app.base44.com/apps/69936c065e4e2faac99ce0cf/editor/preview,,FALSE
69520641f037dbc048984696,https://comic-clash-48984696.base44.app,Riverside County Carnival,"The carnival-themed web application has been expanded to include a new contest entry page, accessible at `/Contests`, which allows users to enter a giveaway for a Family 4-Pack Unlimited Ride Wristband. This page, like the existing `/donotscan` landing page, now features the event's physical address",,814f5fc8-e13d-49fc-ba82-d9ad421fc5b9,Likely Not Supportable — Review,red,30,Gambling and Games of Skill,Lottery / Raffle / Giveaway with Purchase,['giveaway'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=814f5fc8-e13d-49fc-ba82-d9ad421fc5b9&providerId=,,https://app.base44.com/apps/69520641f037dbc048984696/editor/preview,,FALSE
6963b7f53dbd52799186bb6c,https://brainrot-gacha-9186bb6c.base44.app,Brainrot Gacha,"The user is enhancing the in-game purchase and player progression system by adding a new ""Gamepasses"" tab to the Admin Panel. This new tab will allow administrators to manage and grant various gamepasses to players. The development involves creating a new `GamepassesTab` component and integrating it",,62855fb2-12fc-40be-af7f-4ff76871b51b,Not Supportable,red,70,Gambling and Games of Skill,Virtual Casino / Loot Box / Cash Prize Games,['gacha'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=62855fb2-12fc-40be-af7f-4ff76871b51b&providerId=,,https://app.base44.com/apps/6963b7f53dbd52799186bb6c/editor/preview,gatcha game,TRUE
6997d3f4d9d567adc5ed4020,https://rustling-debt-clear-now.base44.app,Credit Sync Manager,"The user is building the DebtClear application and has recently focused on implementing a payment gateway for new users. Previously, the application saw refinements to its mobile user experience and a redesign of the Dashboard page.

The primary new development is the integration of Wix Payments to ",,48038f23-efea-4e9d-81f3-7aa59c2a987f,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['payment gateway'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=48038f23-efea-4e9d-81f3-7aa59c2a987f&providerId=,,https://app.base44.com/apps/6997d3f4d9d567adc5ed4020/editor/preview,credit repair app,TRUE
6995c3cd56b37d5711d7e8d0,https://cunning-aura-scents-shop.base44.app,AuraScents,"The user is building a luxury e-commerce perfume store. The application design emphasizes an elegant and high-end aesthetic with a refined color palette and minimalist layout. Key entities like `Product`, `Order`, and `CartItem` have been defined to manage store data. The user has also requested and",,425f93b1-bdcf-418f-afeb-5a56dae946b9,Restricted — Review,orange,50,Illegal Products and Services,Luxury Dropshipping / IPR Risk,['luxury e-commerce'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=425f93b1-bdcf-418f-afeb-5a56dae946b9&providerId=,,https://app.base44.com/apps/6995c3cd56b37d5711d7e8d0/editor/preview,possible IPR perfumes,TRUE
69946795d172f5479338346d,https://futuristic-page-turner-reads.base44.app,Page Turner,"The user is building an online bookstore application. The core functionality will include a catalog of books with details, a shopping cart, and a checkout process. A key decision was made to integrate Wix Payments as the payment gateway, chosen for its simplicity in handling standard e-commerce tran",,4817602d-c29c-4cb1-937d-de3321686877,Not Enabled for Wix,orange,70,Financial Services,Digital Banking / Money Services / P2P Payments,['payment gateway'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=4817602d-c29c-4cb1-937d-de3321686877&providerId=,,https://app.base44.com/apps/69946795d172f5479338346d/editor/preview,,FALSE
688bcae27cdd620719b414f7,https://-19b414f7.base44.app,איה בעולם האותיות,"The user is developing an educational app for learning Hebrew letters, incorporating interactive features, animations, and sound effects, inspired by the ""Ze'ev Kore"" book series. The app's structure includes a `Letter` entity and corresponding pages for listing and displaying individual letters, al",,a643c8d2-dbdc-4b3e-91c5-98365dbe7bba,Not Supportable,red,50,Illegal Products and Services,Counterfeit / Fake IDs / Human Trafficking,['inspired by'],null,https://bo.wix.com/wix-payments-bo/dashboard?msid=a643c8d2-dbdc-4b3e-91c5-98365dbe7bba&providerId=,,https://app.base44.com/apps/688bcae27cdd620719b414f7/editor/preview,,FALSE
